,Mkt-RF,SMB,HML,RMW,CMA,RF,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
197907,0.82,1.25,1.7,-0.34,0.59,0.77,2.2768,2.9199,2.3284,3.254,2.1023,1.9959,2.4655,3.4632,4.8833,3.632,3.1384,4.0051,4.2855,2.7803,5.0907,1.5343,3.4339,2.953,2.3139,3.1366,-0.4343,1.6724,1.5666,1.1876,3.6669
197908,5.53,1.97,-1.55,1.64,-1.45,0.77,8.933,9.0361,6.4465,6.898,8.0778,8.5575,8.5773,7.3764,6.458,7.2523,9.2578,7.9341,5.8737,5.416,6.5353,8.5649,6.0483,6.788,5.0887,7.8721,6.23,7.1477,4.3497,5.381,5.3039
197909,-0.82,-0.26,-0.87,0.71,0.54,0.83,-0.1091,-0.5072,-1.5836,-0.4263,-0.9743,0.708,0.6617,-2.2,-1.6399,-1.8003,1.2814,-0.0711,-1.3003,-3.0721,-1.5983,-0.4285,0.1142,-0.1191,-1.9901,-1.7109,-1.7647,0.7924,1.6686,0.8354,0.4915
197910,-8.1,-3.47,-1.86,0.84,0.24,0.87,-11.0393,-9.896,-11.1184,-9.5392,-11.5239,-8.9368,-10.4917,-11.589,-12.0558,-11.4903,-8.2029,-8.2812,-10.4009,-7.3797,-12.3515,-7.588,-7.5547,-8.2659,-10.101,-10.6222,-6.2444,-5.6278,-5.5935,-7.1066,-7.1669
197911,5.21,2.45,-3.25,0.17,-2,0.99,11.0359,8.5831,6.2903,5.1111,6.4831,11.1759,7.6476,6.4902,7.7746,7.4093,11.838,7.079,6.734,7.0287,5.3918,9.8695,7.3843,7.5684,5.977,5.9336,5.2333,7.1294,4.354,7.1727,1.0008
197912,1.79,4.36,-1.98,-0.82,-1.01,0.95,11.4182,8.4082,5.8387,6.5804,5.1892,8.6159,6.2522,5.7153,3.6882,5.097,5.5346,3.2071,2.8283,1.9906,7.8804,4.5738,4.0856,2.2453,2.0572,4.2755,1.7342,3.6986,-0.0485,0.8442,2.2698
198001,5.51,1.92,1.8,-1.99,2.01,0.8,12.9141,10.416,8.66,8.8679,10.9277,6.9144,7.6735,6.1899,4.6117,9.1895,5.2803,6.7291,7.0764,6.1151,8.9087,7.6467,6.9245,6.6157,0.8168,7.9922,3.3356,7.3008,5.8211,7.8196,10.2286
198002,-1.22,-1.47,0.62,0.11,3.04,0.89,0.5637,-0.4109,-2.0184,-2.1409,-2.0138,-1.3398,-0.5861,-2.7279,-4.5063,-1.0687,-1.206,-3.3273,-4.4272,-4.2785,-2.7282,-2.5292,-1.2347,-3.0254,-4.7977,-1.5241,-4.4911,0.9595,4.1442,1.6082,2.4902
198003,-12.9,-6.99,-1.06,1.57,-1.34,1.21,-22.1053,-19.4309,-17.2923,-15.5396,-17.6209,-19.2336,-16.3784,-16.7687,-14.7091,-17.5078,-15.7755,-15.1041,-16.296,-13.0552,-18.7649,-12.0466,-14.2832,-13.0984,-11.1162,-16.7754,-6.1713,-11.2311,-9.7632,-11.287,-12.8861
198004,3.97,1.01,1.06,-2.04,0.54,1.26,6.278,6.5241,6.6541,5.1148,6.1701,6.1464,4.9179,6.1369,8.0989,3.5798,6.9192,6.8198,7.2452,9.4308,5.9189,4.8136,6.6966,7.343,8.7536,6.6971,2.9681,3.5081,5.447,7.8773,2.8631
198005,5.26,2.11,0.39,0.44,-0.47,0.81,7.0656,6.4048,6.9041,6.5461,7.6923,9.1534,10.3959,6.9736,8.0545,10.1036,7.1066,6.8033,8.6925,7.9828,8.994,7.6134,7.7871,9.5697,7.1969,9.0255,4.9534,5.1371,5.2173,4.1518,6.1383
198006,3.06,1.48,-0.89,-0.05,-0.95,0.61,4.9619,3.567,4.03,4.3023,5.1988,4.3336,6.6855,4.0634,5.5689,2.0801,5.2779,5.8268,4.0194,4.7292,2.3808,5.7318,3.9383,4.6869,3.1758,4.7948,2.2472,4.1716,2.0326,4.7128,0.249
198007,6.49,3.92,-6.3,4.02,-2.46,0.53,12.21,12.5701,10.344,8.566,9.017,14.3976,11.4217,9.9527,7.5101,7.5114,13.2328,8.1647,9.4654,5.4981,7.0161,11.0819,9.5163,8.1389,2.7925,4.7216,11.1879,5.8682,3.0738,3.4562,5.1539
198008,1.8,4.23,-2.64,2.13,-0.8,0.64,11.4511,8.8779,7.3773,6.8964,5.1704,8.2945,7.4219,3.9031,3.1492,3.7604,6.7341,6.3306,2.2588,1.8868,0.8701,4.6626,2.3947,2.5618,0.0488,0.5868,2.0542,0.9755,1.3896,1.9722,0.0124
198009,2.19,0.57,-4.79,1.95,-2.81,0.75,6.6022,2.8387,2.7416,1.492,2.9283,4.5845,3.7639,3.6413,0.9258,0.8958,5.7589,2.3065,2.9865,1.3671,-1.2973,5.7555,4.2768,1.2825,0.5121,0.2424,3.1026,5.918,3.4953,-1.2584,0.0968
198010,1.06,2.35,-2.74,1.68,-1.22,0.95,7.6276,5.562,4.2863,3.5777,2.1871,6.7513,2.0594,1.0615,3.3649,1.0056,2.679,2.3792,3.0649,1.3886,2.4599,2.3053,2.8224,-0.863,-1.4263,-0.1559,0.5648,4.0907,5.0786,-1.8706,0.6673
198011,9.59,-3.41,-8.35,4.33,-5.74,0.96,16.1933,6.2164,6.0841,0.6682,1.7228,13.6087,7.4429,4.3472,6.5981,3.3574,11.6087,7.0304,3.7503,2.3236,1.7056,13.2471,14.3399,4.5316,3.0102,0.9288,10.5958,14.5006,19.2338,5.0497,3.9162
198012,-4.52,-0.29,2.68,-1,1.18,1.31,-6.3233,-5.6145,-3.5635,-2.8421,-3.4654,-5.1859,-2.3542,-1.9487,-1.4447,-0.762,-3.8744,-3.1289,-0.5509,-1.1494,-0.3141,-3.6221,-4.5902,-0.6782,0.5567,-0.4161,0.0954,-5.637,-5.9566,-1.3532,-0.2127
198101,-5.04,3.38,6.84,-3.52,4.35,1.04,-4.5279,-0.2198,1.7223,1.8567,3.2311,-4.9179,-0.2012,0.0941,1.6971,3.3516,-4.3442,-1.6332,-1.1363,1.9854,2.9112,-6.6919,-3.3917,-0.6507,0.6757,1.5124,-6.0726,-7.5057,-6.6319,-0.0596,2.2706
198102,0.57,-0.49,0.97,0.13,2.25,1.07,-3.341,0.0706,0.9647,2.2745,2.4584,-0.4352,1.5031,2.9841,3.5032,3.7843,2.2775,2.3763,3.8555,-0.0661,1.4898,1.4282,2.9202,4.2949,1.3728,3.663,3.2788,1.9693,-0.66,3.0669,-0.4732
198103,3.56,3.06,0.67,-2.54,-0.53,1.21,7.3031,9.5069,8.5554,9.1964,7.3426,7.9904,8.1903,8.2199,7.633,7.6062,7.6649,7.7333,7.5015,9.1495,7.0281,8.8895,6.3126,9.0945,7.1696,7.6236,2.9721,3.1656,-0.4218,3.9884,8.1856
198104,-2.11,4.56,2.26,1.02,1.2,1.08,3.0514,4.7256,3.6678,4.7023,5.5424,1.6151,3.6169,3.6865,3.7522,3.7851,2.0933,3.4175,1.5159,0.978,4.0187,0.0273,-0.7596,0.3963,0.2611,1.6922,-2.7168,-4.301,-2.9731,2.2708,-2.9635
198105,0.11,2.45,-0.43,0.22,-1.6,1.15,5.0035,5.0087,4.4007,2.6563,2.7003,6.2467,2.2628,2.6339,0.3518,2.3235,2.1731,3.8187,2.8127,1.4424,5.5498,3.6175,1.6384,2.2628,1.089,3.3266,1.6342,-2.1621,-2.0974,3.6199,0.7424
198106,-2.36,-0.99,5.13,-1.26,2.68,1.35,-7.1437,-0.366,1.2324,2.7317,1.141,-7.0404,-0.5551,-0.647,-0.1547,1.8235,-5.0744,-0.1303,-0.3863,2.1667,-2.2314,-5.2189,-1.6431,0.6221,2.6519,-0.4915,-4.4196,1.1393,3.4835,-0.6337,0.5778
198107,-1.54,-1.96,-0.66,1.05,-3.04,1.24,-4.4745,-3.4373,-2.7752,-2.1926,-2.2867,-2.5469,-3.459,-0.584,-1.5322,-1.9831,-1.1927,-2.0778,-2.9688,-2.9679,-0.3651,2.0437,-1.0296,-2.3428,-2.5752,-3.3042,1.7279,2.8065,-2.1069,-2.1008,0.6027
198108,-7.04,-1.83,4.84,-0.42,1.46,1.28,-12.7892,-8.5862,-7.3326,-5.7026,-4.969,-10.4002,-8.0595,-4.8723,-5.2077,-5.6208,-8.5943,-6.0189,-5.5096,-5.6147,-3.4008,-6.8607,-6.1784,-3.836,-5.2951,-3.2276,-6.1433,-6.7002,-5.699,-5.2077,-0.3927
198109,-7.17,-2.47,5.2,0.09,2.79,1.24,-13.5186,-8.3829,-7.419,-6.4692,-6.3112,-10.2271,-6.8945,-6.4075,-3.1335,-5.5553,-9.3122,-5.8384,-5.9897,-1.6949,-3.9145,-9.3025,-8.0008,-6.5937,-3.716,-4.3618,-6.3761,-5.9497,-5.947,-2.5649,0.4798
198110,4.92,2.25,-4.21,3.23,-2.76,1.21,10.4302,8.1322,8.3881,7.0113,4.9491,11.1444,6.633,6.8915,7.5233,6.0791,10.9749,5.0307,7.246,5.0184,4.3927,10.2795,7.4792,5.1063,4.1359,3.6878,7.8403,7.657,2.7706,1.3947,4.8069
198111,3.36,-1.39,1.9,0.32,0.63,1.07,-1.237,2.3498,3.977,2.6404,4.0738,1.4627,5.5767,4.6403,6.0621,5.5714,0.5035,2.7046,4.3648,2.8523,5.3544,3.6078,4.7182,2.6233,7.2542,4.7422,3.648,5.7392,5.3101,4.2228,3.7671
198112,-3.65,1.19,0.74,0.28,2.41,0.87,-4.0802,-2.119,-0.5822,-0.456,-1.1326,-1.6861,-0.4611,-1.9589,-2.4368,-1.6236,-1.9906,-1.9795,-1.0462,-1.2054,-3.1409,-3.241,-2.1887,-1.4876,-2.6568,-2.3696,-2.9265,-3.4171,-3.8332,-1.9265,-1.7945
198201,-3.24,-1.18,3.17,-1.41,2.08,0.8,-3.0767,-0.5518,-1.7061,-1.4475,-0.2591,-5.5281,-2.931,-4.25,-2.9492,0.2414,-6.3114,-3.2218,-4.8675,-2.2265,1.4239,-6.6076,-4.3012,-3.7132,-1.4825,-1.7063,-0.2507,-3.8524,-2.5976,-1.3567,1.4328
198202,-5.86,0.33,6.1,-3.58,4.57,0.92,-7.8849,-4.0936,-2.9416,-2.7454,-0.9059,-7.3591,-4.4111,-4.2735,-0.9728,-0.4991,-8.0644,-2.4429,-1.4886,-3.125,0.4408,-6.8937,-6.5001,-3.3165,-0.1764,0.6974,-7.4233,-7.3651,-2.6472,-1.1844,-3.9196
198203,-1.87,0.02,3.78,-1.32,2.37,0.98,-1.9479,-0.3666,-1.2175,-0.2863,0.1263,-3.692,0.0487,-1.1749,1.7461,1.8519,-2.3412,-0.1738,1.2911,-0.3528,2.8519,-3.0307,-1.4627,-0.2604,0.1221,1.0514,-3.4956,0.4408,-1.4778,2.681,2.036
198204,3.27,1.13,-2.78,1.39,-0.15,1.13,6.4859,6.254,5.0293,5.037,4.5206,6.7055,6.9425,5.6809,4.3945,4.1959,6.3002,5.7638,4.5122,5.0088,4.8446,6.0685,4.9837,4.5045,3.8013,5.0231,6.6393,3.9277,2.7114,3.4341,0.5463
198205,-3.99,0.53,1.81,0.46,-0.09,1.06,-3.1597,-1.672,0.0082,-0.8553,-0.7083,-3.9572,-3.9888,-2.6785,-1.9232,-1.9871,-3.5531,-2.0779,-3.2789,-1.2494,-1.1503,-4.7942,-4.3538,-3.6919,-4.1293,-2.7762,-4.0252,-1.771,-1.8592,-2.942,-1.258
198206,-3.09,-0.53,1.54,-0.2,2.72,0.96,-4.4371,-3.0232,-2.5745,-1.1914,-1.253,-4.1725,-1.3289,-1.506,-0.5253,-1.2855,-4.1023,-0.5781,-0.4936,-2.1207,-1.9067,-4.4814,-3.1069,-0.7717,-1.2697,0.5051,-2.8519,-1.0779,-0.6223,-1.8382,-2.8775
198207,-3.19,0.93,0.15,0.83,1.54,1.05,-3.8191,-2.4936,0.3178,-0.7685,-0.4246,-3.2833,1.2976,-0.3657,-0.1967,-1.0635,-1.8502,-0.5286,-2.3535,-3.4202,-1.4832,-1.3756,-4.0745,-2.9313,-3.3397,-2.8109,0.6359,-3.7663,-4.437,-1.9919,-1.8293
198208,11.14,-4.27,1.16,-1.66,0.18,0.76,4.8871,7.1078,6.7973,5.1121,5.6479,7.9019,8.4996,9.9738,7.9534,8.4353,10.8374,11.2605,11.5544,11.3804,10.7568,12.094,12.8492,10.5516,12.5113,14.0089,11.2424,11.8461,13.0059,13.7757,12.4624
198209,1.29,2.57,0.34,1.9,-0.04,0.51,2.2221,2.561,5.6962,3.8637,4.3537,2.6594,2.3556,5.0153,5.5636,5.7699,3.1656,5.5454,4.3324,4.0694,2.2559,2.7372,2.2013,7.659,2.7122,-0.0277,1.6767,2.0403,1.1921,-0.1316,0.1622
198210,11.3,1.9,-3.68,0.42,-0.37,0.59,17.6996,13.5642,13.3823,12.5904,11.6429,17.205,12.5338,13.4289,10.0544,11.3826,15.1504,13.5959,12.5575,13.2726,13.1409,15.5691,14.8968,12.4058,12.6337,12.833,11.5235,11.2694,10.3866,11.3087,5.9471
198211,4.67,4.56,-1.96,-0.51,0.32,0.63,9.0407,10.4057,11.6084,10.5171,10.4401,9.7392,8.8776,8.0457,7.8249,8.5679,10.5173,8.6401,6.4234,5.8252,8.2044,7.332,6.983,4.4334,5.4045,7.2974,7.2306,3.9566,1.2594,2.9626,1.6746
198212,0.55,-0.03,0.01,-0.46,1.03,0.67,2.5593,2.2919,1.9477,2.3553,2.4189,-0.3708,2.5448,1.0654,0.4712,0.9128,0.6116,0.4853,-0.6331,0.1274,2.5951,0.7925,0.1385,2.4678,0.2324,2.6453,2.3542,-0.0115,1.1477,0.3894,5.9237
198301,3.6,3.29,-0.86,-1.71,-0.46,0.69,13.551,8.4849,8.8767,9.0743,7.1309,7.9272,8.2903,3.5397,4.7789,4.793,6.3744,2.9452,4.129,3.1013,3.9904,5.0992,3.4321,2.7911,2.4783,2.0805,2.1044,3.0868,3.7726,6.0895,2.7655
198302,2.59,2.91,0.67,-0.57,1.02,0.62,3.1848,4.6036,8.0774,7.5057,8.9409,5.1509,4.9556,7.9278,5.7893,5.3273,5.2167,4.8787,5.282,4.4484,5.1199,4.8585,2.9015,2.6244,3.3171,4.4774,2.3932,3.8857,3.1667,1.1324,2.4051
198303,2.82,1.4,2.07,0.23,2.81,0.63,2.7898,5.7071,6.6146,4.5209,7.5714,1.9286,3.7251,6.6138,7.1043,4.8527,2.1008,6.4752,4.9238,7.788,4.6956,0.6516,2.6598,4.6309,5.5412,5.1438,3.3111,2.6373,4.1459,3.4663,1.8321
198304,6.67,0.48,0.6,-0.25,1.6,0.71,7.3583,7.4091,8.6575,9.542,9.0013,7.9389,8.3295,8.8683,7.8145,7.8202,6.623,7.3346,7.2596,6.4273,6.5489,5.0465,5.7408,7.601,6.9734,6.2267,6.6211,6.0389,8.7683,9.0265,7.2351
198305,0.52,6.21,-1.4,-2.14,-1.53,0.69,11.9633,10.2918,8.4076,8.5406,7.9054,5.4875,6.4411,5.2108,3.3231,5.3469,5.7382,5.3359,2.4855,2.1765,1.3691,4.7024,5.5011,4.7561,1.8704,1.0414,-1.0199,-2.1419,-0.4699,-1.6135,1.1688
198306,3.07,1.15,-3.87,2.48,-0.89,0.67,4.1302,6.8477,3.8109,2.8781,4.2895,6.8624,5.331,1.4543,2.6683,3.875,4.7438,5.4689,4.8265,1.3572,1.5876,6.4635,4.7312,4.1404,-1.353,1.8766,5.9021,5.325,2.7962,1.666,0.6532
198307,-4.07,0.97,5.62,-0.06,2.84,0.74,-6.1163,-2.2273,-0.9756,0.8247,0.7388,-7.2225,-4.5482,-0.8454,1.6617,0.9573,-6.2612,-3.0622,2.6837,0.976,0.6612,-4.2898,-3.7149,-4.7014,-0.8273,-0.5698,-4.8416,-5.9171,-3.1617,-0.5631,-2.1701
198308,-0.5,-4.33,5.55,0.48,1.95,0.76,-6.0336,-3.9517,-2.306,-3.6032,-1.1425,-5.3884,-3.3604,-2.8193,-1.0934,0.7474,-3.7607,-4.3342,-1.5038,-0.8581,2.6893,-2.9081,-1.715,-0.049,2.7841,3.6887,-0.6592,-0.3856,0.1483,4.455,6.6197
198309,0.91,0.22,1.09,1.14,0.59,0.76,-3.0956,0.2053,0.6947,1.4825,1.639,1.132,1.388,3.9653,4.8394,3.6417,1.8294,4.1006,2.8586,4.9452,6.7709,3.5794,1.8965,2.971,2.6695,1.5007,2.871,1.9984,1.993,-1.1194,0.5044
198310,-3.44,-3.82,5.06,-0.64,2.97,0.76,-10.5029,-6.2492,-4.9865,-3.6199,-2.9267,-10.1852,-7.3153,-4.0892,-1.7658,-3.0701,-8.295,-4.6027,-2.83,-0.6852,-1.7183,-7.0996,-2.7824,-1.8879,-1.729,-0.4166,-2.4922,-2.2756,-0.0642,-0.1712,-0.6737
198311,2.16,1.9,-0.62,-0.55,0.64,0.7,3.6458,3.6556,3.4231,2.7735,4.3893,5.7661,5.1946,4.7753,5.2386,4.8035,6.1932,4.3831,4.6339,4.109,3.9486,5.7217,2.7267,4.5155,4.8514,3.7993,1.1974,2.9471,2.8,1.5768,0.6209
198312,-1.78,-0.47,1.67,1.53,1.21,0.73,-5.1998,-1.2899,-0.6497,-0.3184,0.7399,-3.0932,-1.187,0.0748,-0.1063,0.0103,-3.179,-1.2161,-0.1574,-1.0594,1.2712,-3.4727,-0.5393,-2.8007,-1.7463,-0.5361,-0.0421,0.1766,-2.3629,-0.8379,0.5409
198401,-1.92,-0.04,7.63,-0.67,3,0.76,-2.0116,-0.8734,-0.0741,1.2266,3.1644,-6.3152,-1.3855,-0.3686,0.2505,3.684,-6.9955,-4.6202,-2.3748,0.3676,-0.1635,-7.6442,-3.4792,-1.4701,-0.3724,0.4633,-5.6926,-0.7374,1.0511,1.7077,6.9788
198402,-4.82,-1.6,3.36,0.72,1.57,0.71,-7.5021,-6.8789,-5.3156,-4.2482,-4.589,-7.1849,-6.0035,-3.8665,-3.2079,-3.8951,-6.7913,-7.1379,-4.6963,-4.6678,-2.3368,-5.6883,-5.745,-5.5146,-3.2024,-4.699,-3.7677,-5.999,-4.4236,-2.2313,0.6789
198403,0.63,-0.3,0.48,-1.16,1.09,0.73,-1.0898,1.4398,0.5797,1.6136,2.1394,-0.2792,1.3046,0.9495,1.2267,1.9506,0.6225,1.4558,2.317,1.3562,3.3602,0.5776,0.7943,2.4684,1.5358,4.2434,1.7899,2.9505,0.0629,1.8523,-1.4558
198404,-0.51,-1.05,1.29,3.4,0.76,0.81,-4.0571,-1.8141,-0.7164,-0.0078,-0.9527,-1.2839,1.468,0.6497,0.1433,-1.1554,-0.004,1.1005,-0.076,-1.2132,0.1565,-1.3193,-0.5429,-0.566,-2.5335,-1.8442,1.4271,-0.3962,1.3179,1.5755,2.4265
198405,-5.97,0.07,0.26,2.1,-0.5,0.78,-6.1856,-4.7354,-4.9095,-3.4695,-3.5996,-6.1029,-4.9343,-5.0031,-4.006,-4.1257,-5.8839,-5.5803,-5.6302,-4.0441,-6.4848,-3.9517,-3.9344,-5.1576,-5.2956,-7.5474,-5.2046,-3.3456,-6.1994,-4.1387,-6.0545
198406,1.82,0.05,-2.6,3.05,-1.51,0.75,1.0685,3.4059,2.1751,1.5818,1.3089,3.9809,4.6926,1.9106,2.7867,1.127,6.4231,5.0075,0.9716,1.5662,-0.5408,5.9833,4.5538,1.7847,1.947,2.5471,3.4786,5.3655,2.0772,-1.2006,5.3403
198407,-2.74,-2.23,0.49,3.94,-2.17,0.82,-7.2186,-5.2091,-4.4126,-1.8642,-2.1583,-5.3409,-5.6252,-1.3925,-3.8679,-3.6762,-3.6659,-3.2754,-2.9323,-3.0234,-0.9954,-3.5474,-5.0595,-2.5122,-4.6038,-0.4935,0.311,-1.437,0.1004,-3.2248,-2.3278
198408,10.28,-0.29,-1.85,-1.22,-0.81,0.83,11.5226,11.6443,8.6255,7.2096,8.647,15.7886,10.5507,9.9018,9.4193,10.3092,15.4053,13.1148,10.6663,12.0613,9.4157,12.8265,13.4359,12.4254,11.2484,9.9794,10.7691,10.172,10.5129,11.408,12.5003
198409,-0.8,0,5.32,1.48,2.53,0.86,-2.609,-1.5006,0.5982,1.2841,2.4028,-5.4579,0.258,1.9977,1.519,3.2234,-4.0585,1.7992,1.7919,2.2759,3.4279,-1.4722,-1.574,0.6593,1.4496,4.4734,-2.7789,-1.6865,-0.4132,1.9203,3.2439
198410,-0.84,-1.44,0.51,0.99,-1.16,1,-3.8226,-1.3259,-2.0968,-1.5695,-1.2851,-3.0407,-1.7211,-0.2363,0.9084,0.9995,-1.7437,-0.6031,1.5985,-1.8074,1.4921,-0.432,-0.0149,0.6914,0.1998,1.6904,0.8799,2.8554,1.5231,-0.6676,-1.5843
198411,-1.76,-0.95,4.08,0.89,2.08,0.73,-5.7831,-3.9224,-1.255,-1.5913,-0.9322,-5.8256,-2.1343,-0.3842,0.044,1.2457,-4.1312,0.6378,1.3356,1.2807,1.874,-3.5069,-0.5173,-1.0007,0.5754,2.0313,-2.4611,-0.9705,-1.8128,-0.5886,1.4332
198412,1.84,-0.71,-0.17,1.23,-1.26,0.64,0.5854,0.7409,0.9019,0.4929,0.7588,2.0029,2.2628,1.6715,2.5349,2.5667,4.4605,3.5677,0.8672,1.6515,2.1568,3.3047,1.9266,2.2277,2.9185,3.5314,2.5833,2.3699,2.9074,3.117,1.2162
